renovation,area,city,floor,rooms,house_floors,house_wall_type,build_year,price
,42.5,Казань,5,2,5,Кирпичный,1970,5599970.0
,41.9,Казань,4,2,5,Кирпичный,1964,5569976.5
Отсутствует,55.0,Казань,5,2,5,Кирпичный,1991,6199985.0
Отсутствует,31.9,Новосибирск,3,1,5,Кирпичный,1961,3599978.8
Отсутствует,37.0,Казань,7,1,12,Кирпично-монолитный,2023,7349976.0
,51.7,Казань,3,2,5,Кирпичный,1991,6099979.600000001
,51.2,Казань,5,2,5,Кирпичный,2005,5999974.4
Отсутствует,45.0,Казань,4,2,5,Иные,1969,5719995.0
,43.8,Казань,5,2,5,Кирпичный,1971,5699956.8
,37.3,Казань,6,1,10,Кирпичный,2017,7279990.199999999
Отсутствует,53.4,Казань,5,2,9,Панельный,2000,5999970.6
,52.6,Казань,3,2,10,Панельный,1993,5899984.2
,42.0,Казань,5,1,10,Кирпичный,2012,7099974.0
Косметический,50.0,Казань,2,2,9,Иные,1980,5990000.0
Косметический,53.5,Казань,6,2,12,Иные,1988,5749966.0
Косметический,50.3,Казань,1,2,5,Панельный,1986,5949987.0
Отсутствует,53.0,Казань,1,2,10,Панельный,1998,5699991.0
Косметический,54.2,Казань,1,2,9,Панельный,1978,5919995.0
,53.1,Казань,1,2,9,Панельный,1988,5998972.5
Косметический,52.4,Казань,1,2,9,Кирпичный,1985,5999957.2
Косметический,58.0,Казань,2,2,10,Панельный,1991,5899992.0
Отсутствует,46.1,Казань,2,2,5,Панельный,1974,5699988.4
Отсутствует,44.5,Казань,4,1,10,Кирпичный,2023,6979958.5
Косметический,43.0,Казань,1,2,5,Панельный,1976,5590000.0
Косметический,52.3,Казань,6,2,9,Панельный,1984,5699967.8
,35.0,Казань,4,1,10,Иные,2015,7099995.0
,50.4,Казань,1,2,5,Кирпичный,1978,5799981.6
,45.0,Казань,1,2,5,Иные,1971,5448960.0
Отсутствует,31.2,Казань,4,1,9,Кирпичный,2023,6949987.2
,47.5,Казань,1,2,9,Блочный,1984,5499977.5
Предчистовая отделка,31.33,Казань,5,1,9,Кирпичный,2022,7099973.27
Косметический,48.0,Казань,2,2,10,Кирпичный,1998,5490000.0
,49.9,Казань,2,2,9,Панельный,1985,5949976.2
Чистовая отделка,32.0,Казань,3,1,9,Кирпичный,2023,6900000.0
Косметический,41.1,Казань,2,2,5,Кирпичный,1987,5399964.600000001
,48.0,Казань,3,2,9,Иные,1978,5449968.0
Дизайнерский,40.0,Казань,6,1,10,Кирпичный,2017,7000000.0
,33.0,Казань,6,1,10,Кирпичный,2017,7199973.0
,50.9,Казань,1,2,5,Кирпичный,1993,5349997.2
Косметический,47.0,Казань,4,2,5,Панельный,1966,5849996.0
,51.0,Казань,2,2,3,Панельный,1990,5198991.0
Косметический,43.0,Казань,4,2,5,Кирпичный,1968,5399983.0
,49.8,Казань,3,2,3,Кирпичный,1985,5279995.199999999
,31.0,Новосибирск,4,1,5,Кирпичный,1962,3499993.0
Отсутствует,31.9,Новосибирск,4,1,5,Кирпичный,1962,3599978.8
,36.3,Казань,4,1,10,Кирпичный,2021,6949997.999999999
,38.7,Казань,6,1,14,Блочный,2015,6899977.800000001
,45.6,Казань,6,1,10,Кирпичный,2005,6989978.4
Косметический,31.0,Новосибирск,4,1,5,Кирпичный,1963,3449990.0
,32.0,Новосибирск,3,1,5,Панельный,1966,3700000.0
,38.6,Казань,7,1,17,Кирпичный,2021,6829999.8
Дизайнерский,38.0,Казань,8,1,10,Панельный,2002,6799986.0
,44.6,Казань,1,2,2,Кирпичный,1961,4899979.0
,30.0,Новосибирск,5,1,5,Кирпичный,1966,3349980.0
Косметический,42.5,Казань,2,2,4,Кирпичный,1970,4799992.5
,42.0,Казань,2,2,5,Кирпичный,1970,4999974.0
,37.5,Казань,5,1,17,Кирпичный,2021,6799987.5
,32.9,Казань,6,1,10,Иные,1997,6779999.1
,43.0,Казань,2,2,5,Кирпичный,1963,4799961.0
,33.1,Казань,9,1,19,Кирпично-монолитный,2021,6749983.7
Отсутствует,33.5,Казань,5,1,12,Кирпичный,2022,6700000.0
Отсутствует,40.0,Казань,8,1,17,Кирпично-монолитный,2027,6590000.0
,42.0,Казань,5,1,9,Кирпичный,1995,6699966.0
Косметический,40.3,Казань,3,1,20,Кирпично-монолитный,2016,6699995.899999999
,29.0,Казань,3,1,19,Кирпичный,2022,6699000.0
Отсутствует,36.0,Казань,1,1,20,Кирпично-монолитный,2023,6499980.0
Косметический,44.1,Казань,4,1,10,Кирпичный,2004,6459988.5
,44.0,Казань,4,1,10,Панельный,2010,6600000.0
,35.6,Казань,8,1,18,Монолитный,2017,6299989.600000001
Косметический,43.0,Казань,7,1,16,Кирпичный,2011,6349982.0
Отсутствует,27.0,Казань,10,1,18,Монолитный,2018,5979987.0
,50.1,Казань,1,1,16,Панельный,2004,6299974.8
Косметический,41.0,Казань,1,1,15,Панельный,1999,6189975.0
,36.1,Казань,1,1,19,Кирпичный,2023,6099997.5
,42.0,Казань,8,1,16,Монолитный,2021,6099996.0
,38.0,Казань,8,1,15,Монолитный,1999,6399998.0
Косметический,41.0,Казань,3,1,14,Кирпичный,1988,6098996.0
Косметический,49.3,Казань,1,1,16,Кирпичный,2011,5989999.3
Отсутствует,35.2,Казань,3,1,17,Кирпичный,2023,5949996.800000001
Косметический,41.8,Казань,10,1,18,Монолитный,2000,6199985.0
Отсутствует,35.2,Казань,8,1,17,Кирпичный,2023,5949996.800000001
,42.3,Казань,1,1,5,Кирпичный,2012,5799964.5
Косметический,41.0,Казань,3,1,14,Кирпичный,1998,6299978.0
Косметический,42.2,Казань,2,1,17,Монолитный,2000,6030000.2
Косметический,43.0,Казань,7,0,16,Иные,2011,6499966.0
,25.3,Казань,2,0,19,Монолитно-кирпичный,2018,6500000.100000001
,30.5,Казань,10,0,10,Кирпичный,2016,6599986.5
Дизайнерский,30.7,Казань,4,0,19,Монолитный,2021,6379981.899999999
,31.1,Казань,17,0,20,Монолитный,2015,6099985.100000001
Косметический,31.9,Казань,13,0,19,Монолитный,2017,6199988.3
Чистовая отделка,29.7,Казань,3,0,21,Кирпично-монолитный,2024,6299993.7
,43.2,Казань,3,1,10,Кирпичный,2019,6498964.800000001
Отсутствует,38.0,Казань,12,1,24,Монолитный,2023,5999972.0
Косметический,30.5,Казань,13,1,16,Монолитный,2002,6199979.0
Отсутствует,38.4,Казань,7,1,23,Монолитный,2023,5789990.399999999
Дизайнерский,32.0,Казань,8,0,19,Монолитный,2020,5849984.0
,37.8,Казань,17,1,18,Монолитный,2017,5849965.8
Косметический,44.1,Казань,13,1,17,Монолитный,2000,6149965.5
Дизайнерский,24.5,Казань,16,0,20,Кирпичный,2023,5799983.0
,28.2,Казань,9,0,9,Блочный,2015,5799978.6
,29.9,Казань,9,0,20,Кирпично-монолитный,2015,5498998.7
Отсутствует,38.5,Казань,10,1,19,Кирпичный,2021,5399971.5
,29.7,Казань,5,0,9,Иные,2015,5599994.399999999
Дизайнерский,33.6,Казань,18,1,19,Монолитный,2022,5499984.0
,31.0,Казань,9,0,19,Монолитный,2019,5448994.0
Косметический,32.0,Казань,18,0,20,Кирпичный,2020,5500000.0
Косметический,26.0,Казань,14,0,19,Кирпичный,2021,5149976.0
,30.7,Казань,11,0,19,Кирпичный,2022,5249976.3
,25.5,Казань,11,0,19,Кирпичный,2018,4999989.0
Дизайнерский,27.39,Казань,19,0,19,Кирпично-монолитный,2021,5249978.25
Косметический,28.7,Казань,10,0,16,Монолитный,2005,5499981.899999999
,27.0,Казань,6,0,19,Блочный,2022,5199984.0
Косметический,30.3,Казань,10,0,19,Кирпичный,2017,5498995.5
Косметический,34.8,Казань,18,1,19,Монолитный,2017,5599981.199999999
,30.1,Казань,16,0,19,Кирпично-монолитный,2015,5719993.3
,23.6,Казань,16,0,25,Монолитный,2022,5499980.0
Отсутствует,32.0,Казань,24,0,25,Монолитный,2022,5400000.0
Отсутствует,31.0,Казань,16,0,19,Монолитный,2022,5799976.0
,30.0,Казань,23,0,23,Монолитный,2018,5349990.0
Отсутствует,32.0,Казань,7,0,20,Монолитный,2021,5400000.0
Отсутствует,24.8,Казань,2,0,25,Монолитный,2023,5299983.2
,41.0,Казань,17,1,18,Монолитный,2017,5649964.0
,24.81,Казань,2,0,25,Монолитный,2022,5149985.37
,33.4,Казань,7,0,17,Кирпично-монолитный,2022,5399978.399999999
Косметический,30.7,Казань,17,0,19,Монолитный,2022,5949997.7
Дизайнерский,25.4,Казань,20,0,23,Монолитный,2023,4998999.399999999
Косметический,27.0,Казань,7,0,10,Кирпичный,2014,5949990.0
,28.3,Казань,5,0,9,Монолитный,2016,5999996.2
,32.1,Казань,2,0,20,Монолитный,2018,5999971.5
Косметический,34.2,Казань,2,1,9,Иные,1976,6149980.800000001
Косметический,34.2,Казань,2,1,9,Панельный,1976,6149980.800000001
,32.9,Казань,2,1,10,Кирпичный,1994,6499987.199999999
,36.3,Казань,2,1,10,Панельный,1990,6497990.399999999
Хороший,34.2,Казань,2,1,9,Панельный,1976,6149980.800000001
,34.2,Казань,2,1,9,Панельный,1976,6149980.800000001
,33.0,Казань,1,1,9,Панельный,1984,6099984.0
,43.0,Казань,1,1,10,Панельный,1997,6450000.0
Косметический,42.9,Казань,4,1,9,Кирпичный,2006,6499993.5
Косметический,42.0,Казань,2,1,9,Кирпичный,1986,6300000.0
,40.0,Казань,7,1,18,Монолитный,2023,6500000.0
Дизайнерский,38.9,Казань,3,1,9,Кирпичный,2012,6499995.5
,43.3,Казань,2,1,10,Кирпичный,2010,6299976.8
,35.5,Казань,2,1,10,Панельный,2001,6219990.5
Косметический,39.1,Казань,2,1,9,Кирпичный,2007,6399966.2
Дизайнерский,35.0,Казань,4,1,19,Монолитно-кирпичный,2020,6549970.0
,44.6,Казань,7,1,10,Кирпичный,2007,6949973.4
,39.6,Казань,7,1,16,Панельный,2015,6849968.4
,36.4,Казань,4,1,10,Кирпичный,2021,6798974.0
Отсутствует,32.0,Казань,8,1,17,Кирпично-монолитный,2022,6900000.0
Косметический,40.0,Казань,2,1,16,Кирпично-монолитный,2012,6149000.0
,37.1,Казань,7,1,10,Кирпичный,2019,6749974.0
,36.0,Казань,12,1,25,Монолитно-кирпичный,2021,7349976.0
Отсутствует,35.2,Казань,7,1,17,Кирпичный,2023,6899974.4
,36.3,Казань,5,1,16,Кирпичный,2008,5949969.3
Отсутствует,47.81,Казань,6,1,12,Монолитный,2022,6499960.74
,38.3,Казань,2,1,23,Монолитно-кирпичный,2021,7299979.999999999
,38.4,Казань,9,1,14,Монолитный,2015,7249996.8
Отсутствует,36.8,Казань,2,1,19,Кирпичный,2023,7199993.6
Косметический,43.7,Казань,14,1,18,Иные,2016,7199968.300000001
,32.0,Казань,1,1,19,Монолитный,2018,7300000.0
Отсутствует,35.6,Казань,15,1,18,Кирпично-монолитный,2022,6699991.2
Отсутствует,36.53,Казань,4,1,19,Кирпично-монолитный,2023,7099970.8
,32.51,Казань,14,1,18,Кирпично-монолитный,2019,6989975.1
,39.8,Казань,14,1,17,Монолитный,2015,6999984.199999999
,48.1,Казань,4,1,18,Кирпичный,2014,6899993.100000001
,36.5,Казань,5,1,17,Кирпичный,2021,6969967.0
,44.0,Казань,3,1,18,Кирпичный,2011,6899992.0
,38.1,Казань,16,1,19,Кирпичный,2011,6618998.7
Косметический,41.5,Казань,15,1,18,Кирпичный,2011,6499979.0
Дизайнерский,39.6,Казань,2,1,19,Монолитный,2016,6849968.4
Дизайнерский,35.0,Казань,14,1,17,Кирпичный,2022,6650000.0
Отсутствует,37.7,Казань,15,1,17,Кирпичный,2022,6399989.7
Чистовая отделка,44.5,Казань,15,1,17,Кирпично-монолитный,2024,6889979.5
